,date,title,class,viewCount,commentCount,likeCount,dislikeCount,ratio,magMean,magStd,magMin,magLq,magMedian,magUq,magMax,sentMean,sentStd,sentMin,sentLq,sentMedian,sentUq,sentMax
60,2013-01-21,Joe Rogan Experience #90 - Joey Diaz,2,137889,295,1151,63,18.26984126984127,39.98510638297871,33.15446037932438,0.75,15.975000000000001,32.87,55.33,227.2,0.1634468085106382,0.20982601752084937,-0.76,0.07,0.17,0.29,0.64
61,2013-01-21,Joe Rogan Experience #91 - Bill Burr,2,570728,2436,4472,244,18.327868852459016,56.557983479105935,41.94558449462521,0.05,27.1225,47.42,76.2975,313.26,0.10733722060252672,0.22928542795283083,-0.82,-0.01,0.13,0.25,0.84
62,2013-01-21,Joe Rogan Experience #93 - Eddie Bravo (Part 1),1,8783,14,110,1,110.0,25.289285714285715,12.584001726420315,9.13,15.862499999999999,23.395,34.925000000000004,46.03,0.1285714285714286,0.1824979301403019,-0.17,0.005000000000000001,0.155,0.235,0.37
63,2013-01-21,Joe Rogan Experience #93 - Eddie Bravo (Part 2),1,11972,19,139,7,19.857142857142858,39.39470588235294,26.84923442056753,2.85,18.45,32.41,58.24,99.84,0.24117647058823527,0.2486685131088468,-0.14,0.11,0.16,0.33,0.72
64,2013-01-21,Joe Rogan Experience #94 - Joey Diaz (Part 1),2,15228,22,154,1,154.0,28.8005,20.67183603359895,1.13,12.575,30.215,38.707499999999996,70.08,0.297,0.17826945896591484,-0.05,0.21500000000000002,0.265,0.35,0.69
65,2013-01-21,Joe Rogan Experience #94 - Joey Diaz (Part 2),2,23610,43,246,10,24.6,42.9245945945946,39.71116031172224,1.61,9.3,34.4,59.1,159.17,0.19081081081081083,0.13130495417535085,-0.03,0.12,0.16,0.22,0.63
66,2013-01-21,Joe Rogan Experience #94 - Joey Diaz (Part 3),2,12452,15,124,5,24.8,40.45666666666666,40.61225266673429,1.83,16.22,34.42,48.845,164.67,0.2106666666666667,0.25744532475478216,-0.26,0.075,0.16,0.36,0.72
67,2013-01-21,Joe Rogan Experience #94 - Joey Diaz (Part 4),2,18329,28,209,1,209.0,50.525769230769235,40.172141110284564,0.23,21.8275,47.66,62.182500000000005,186.46,0.15346153846153845,0.18590195927299544,-0.23,0.0325,0.18,0.235,0.72
68,2013-01-21,Joe Rogan Experience #95 - Bert Kreischer,2,72771,94,696,29,24.0,48.61911392405064,35.35709884801627,2.06,19.275,45.13,69.345,170.12,0.20227848101265813,0.234859201503787,-0.64,0.11,0.25,0.325,0.63
69,2013-01-21,Joe Rogan Experience #96 - Kevin Pereira,4,18764,78,264,9,29.33333333333333,41.624117647058824,33.5418806972102,2.92,12.2,36.94,63.739999999999995,131.17,0.14764705882352946,0.2847285601080027,-0.45,-0.095,0.15,0.3,0.72
70,2013-01-21,Joe Rogan Experience #97 - Freddy Lockhart,2,10585,21,111,2,55.5,38.62277777777777,27.903139778116802,2.5,17.935,35.66,54.277499999999996,114.09,0.1561111111111111,0.22583541349161365,-0.45,0.07,0.14,0.32,0.51
71,2013-01-21,Joe Rogan Experience #98 - Daryl Wright & Brian Whitaker,1,7522,22,81,5,16.2,50.96611111111111,44.76398685641222,2.27,22.305000000000003,35.254999999999995,61.6525,190.38,0.21166666666666667,0.2154680268351555,-0.08,0.065,0.195,0.29,0.75
72,2013-01-21,Joe Rogan Experience #100 - Brian Redban,2,29002,56,247,14,17.642857142857142,35.52499999999999,31.160051825811102,1.25,11.4375,27.35,50.0775,127.34,0.14479166666666668,0.2387555465175789,-0.61,0.04750000000000001,0.16,0.305,0.61
73,2013-01-21,Joe Rogan Experience #101 - Adam Carolla (Part 1),2,32835,51,314,9,34.888888888888886,51.5295744680851,35.17481713789784,0.23,28.715,45.32,62.790000000000006,154.86,0.15,0.19574828557192478,-0.45,0.065,0.16,0.255,0.57
74,2013-01-21,Joe Rogan Experience #101 - Adam Carolla (Part 2),2,9219,6,110,2,55.0,30.410000000000004,27.397268720318333,1.98,9.457499999999998,32.245,53.197500000000005,55.17,-0.0925,0.150858653491715,-0.2,-0.2,-0.14500000000000002,-0.037500000000000006,0.12
75,2013-01-21,Joe Rogan Experience #102 - John Heffron,2,8507,12,88,4,22.0,54.847272727272724,24.088936087303267,19.9,42.885,51.46,64.77,98.6,0.25090909090909097,0.16908308877321504,-0.05,0.185,0.3,0.365,0.46
76,2013-01-21,Joe Rogan Experience #103 - Duncan Trussell,2,72399,175,729,31,23.51612903225807,51.67270833333334,51.36876397378134,0.86,21.035,37.91,65.1725,369.07,0.13208333333333333,0.23661622463862825,-0.69,0.05,0.16,0.28,0.57
77,2013-01-21,Joe Rogan Experience #105 - Bryan Callen (Part 1),2,19896,30,216,9,24.0,58.2875,45.24136026584196,6.08,22.3825,53.325,71.3775,163.51,0.09892857142857145,0.25861940126176675,-0.49,0.02,0.15000000000000002,0.23750000000000002,0.49
78,2013-01-21,Joe Rogan Experience #105 - Bryan Callen (Part 2),2,7499,12,109,1,109.0,49.66272727272727,52.14596131838191,5.81,21.235,27.76,45.745000000000005,152.06,0.16,0.2995663532508282,-0.44,-0.03,0.2,0.42,0.51
79,2013-01-21,Joe Rogan Experience #106 - Steve Rannazzisi,2,17573,39,152,12,12.666666666666664,40.617878787878794,24.354224191808047,5.42,18.58,35.59,59.63,86.01,0.07060606060606063,0.23378595169967167,-0.36,-0.1,0.07,0.22,0.6
80,2013-01-21,Joe Rogan Experience #107 - Doug Benson,2,30543,61,300,6,50.0,53.44942307692307,44.68034912240335,4.75,25.255000000000003,45.88,66.9725,286.66,0.1590384615384616,0.20592459704507127,-0.3,0.0425,0.18,0.2575,0.68
81,2013-01-21,Joe Rogan Experience #108 - Joey Diaz,2,146783,264,1283,80,16.0375,46.07376744186048,42.112526498377,1.14,19.435000000000002,36.52,57.144999999999996,302.6,0.1653023255813954,0.23716545891235616,-0.74,0.05,0.16,0.29,0.75
82,2013-01-21,Joe Rogan Experience #109 - Ari Shaffir,2,20549,75,220,13,16.923076923076927,46.46327272727274,32.26158580604089,0.75,21.59,39.45,70.54499999999999,142.62,0.07672727272727273,0.23621282419991155,-0.62,-0.025,0.1,0.235,0.55
83,2013-01-21,Joe Rogan Experience #110 - Duncan Trussell,2,52252,116,559,26,21.5,47.440686274509794,40.77869219516642,1.17,16.32,36.465,61.8975,205.96,0.12166666666666663,0.24033838905619176,-0.65,0.01,0.13,0.255,0.75
84,2013-01-21,Joe Rogan Experience #111 - Al Madrigal,2,16110,25,140,11,12.727272727272727,39.163809523809526,33.03271521933831,3.25,16.65,33.9,58.99,120.41,0.13523809523809524,0.24600038714642394,-0.39,-0.03,0.2,0.32,0.51
85,2013-01-21,Joe Rogan Experience #112 - Cliff Bleszinski & Jon Christofaris,4,11317,21,119,6,19.83333333333333,46.152777777777786,27.82385620619483,1.67,29.927500000000002,39.69,66.96,96.93,0.1788888888888889,0.23654097739488628,-0.26,-0.017499999999999998,0.215,0.37750000000000006,0.58
86,2013-01-21,Joe Rogan Experience #113 - Brian Posehn,2,24888,43,240,15,16.0,40.37186046511628,43.032467490965686,3.17,16.405,27.69,45.79,261.19,0.13139534883720932,0.23199529341848255,-0.64,0.03,0.17,0.295,0.49
87,2013-01-21,Joe Rogan Experience #114 - Neal Brennan,2,25677,33,216,20,10.8,45.17413793103448,30.989109206443267,3.38,25.28,37.41,56.4,142.38,0.17724137931034484,0.1890180745651465,-0.34,0.09,0.16,0.27,0.63
88,2013-01-21,Joe Rogan Experience #115 - Maz Jobrani,2,11106,16,158,7,22.57142857142857,41.51571428571429,21.31968996537661,7.0,24.212500000000002,46.480000000000004,58.87,74.39,0.3628571428571429,0.161551543164716,0.09,0.23500000000000004,0.395,0.46249999999999997,0.64
89,2013-01-22,Joe Rogan Experience #116 - Russell Peters & Junior Simpson,2,14444,21,158,5,31.6,39.7721052631579,27.106654078318805,3.57,17.71,36.49,52.57,99.42,0.19526315789473683,0.24956336138349564,-0.18,0.065,0.12,0.28,0.75
90,2013-01-22,Joe Rogan Experience #117 - Eddie Bravo,1,22343,45,267,9,29.66666666666667,48.696341463414626,37.025464396554,1.58,14.53,46.05,72.0,127.8,0.12390243902439024,0.2407994814028935,-0.56,-0.01,0.15,0.28,0.56
91,2013-01-22,Joe Rogan Experience #118 - Ari Shaffir,2,25938,35,245,8,30.625,37.37724137931035,34.3601087118428,0.34,7.81,28.1,59.32,115.51,0.10758620689655173,0.22111172309190202,-0.47,0.03,0.09,0.24,0.63
92,2013-01-22,Joe Rogan Experience #119 - Jan Irvin,0,16879,128,141,58,2.431034482758621,52.00125000000002,38.94093492506102,1.63,23.59,40.835,73.92,205.56,0.06232142857142856,0.23635361407863192,-0.67,-0.02,0.08499999999999999,0.1925,0.64
93,2013-01-22,Joe Rogan Experience #121 - Bryan Callen,2,31390,49,335,13,25.76923076923077,38.476444444444446,27.979396165714153,0.5,16.18,35.75,53.73,105.01,0.26355555555555554,0.22040412835965614,-0.21,0.1,0.23,0.42,0.72
94,2013-01-22,Joe Rogan Experience #122 - Jamie Kilstein,2,11254,43,97,7,13.857142857142858,54.02675675675677,42.75120362529471,5.5,20.02,45.31,86.91,200.67,0.18972972972972976,0.2632118547491364,-0.49,0.09,0.2,0.34,0.72
95,2013-01-22,Joe Rogan Experience #123 - Tom Segura,2,40946,57,344,26,13.230769230769232,40.7829268292683,25.592418920834977,1.33,19.34,38.69,59.46,86.6,0.16390243902439028,0.2854196738907506,-0.83,0.04,0.19,0.33,0.75
96,2013-01-22,Joe Rogan Experience #124 - Michael Schiavello (Part 1),1,13030,18,123,4,30.75,56.902222222222235,38.80979645210207,5.63,17.7825,62.655,86.38250000000001,117.18,0.18500000000000003,0.2570706014262367,-0.35,0.01,0.175,0.36750000000000005,0.61
97,2013-01-22,Joe Rogan Experience #124 - Michael Schiavello (Part 2),1,3399,7,41,1,41.0,47.744285714285716,40.726266240655576,6.96,21.285,39.19,61.155,123.18,0.1285714285714286,0.21412057128547704,-0.11,-0.035,0.13,0.23,0.49
98,2013-01-23,"Joe Rogan Experience #125 - Giorgio A. Tsoukalos, Eddie Bravo",0,66476,248,507,44,11.522727272727273,51.670970873786416,40.82881102584931,0.96,21.935,43.644999999999996,72.48,209.59,0.2003883495145631,0.1998873943003647,-0.51,0.08249999999999999,0.21,0.32,0.81
99,2013-01-23,Joe Rogan Experience #126 - Freddy Lockhart (Part 1),2,5390,15,47,3,15.666666666666664,37.45399999999999,33.64955149115001,2.75,13.4575,28.16,42.4675,100.39,0.119,0.283488192973809,-0.44,-0.004999999999999999,0.1,0.26499999999999996,0.63
100,2013-01-23,Joe Rogan Experience #126 - Freddy Lockhart (Part 2),2,5763,16,65,2,32.5,50.75923076923077,39.3345411103139,0.17,34.36,51.3,57.43,145.88,0.10384615384615385,0.12366207054836052,-0.24,0.1,0.11,0.15,0.28
101,2013-01-23,Joe Rogan Experience #127 - Aubrey Marcus (Part 1),2,23681,40,274,8,34.25,49.686129032258066,30.70481478828354,5.94,25.73,50.74,64.87,138.22,0.2616129032258065,0.16356643449871874,-0.08,0.185,0.29,0.345,0.66
102,2013-01-23,Joe Rogan Experience #127 - Aubrey Marcus (Part 2),0,13726,28,178,9,19.777777777777786,54.464615384615385,44.959863454487426,5.09,13.5,46.349999999999994,79.935,158.61,0.25653846153846155,0.19440045900547262,-0.06,0.1525,0.24,0.32,0.69
103,2013-01-23,Joe Rogan Experience #128 - Joey Diaz,2,163419,685,1612,87,18.528735632183906,48.291840148698874,37.4752749943201,1.05,20.354999999999997,39.565,66.555,326.48,0.1271189591078067,0.24205834587061545,-0.83,0.01,0.15,0.27,0.75
104,2013-01-23,Joe Rogan Experience #129 - Ari Shaffir,2,21246,30,208,12,17.333333333333332,41.73423076923076,39.95157069984378,1.9,7.95,34.385,56.8925,141.25,0.21846153846153848,0.2021027918202479,-0.15,0.11,0.195,0.31,0.75
105,2013-01-23,Joe Rogan Experience #130 - Duncan Trussell,2,57346,125,583,18,32.388888888888886,49.869541284403674,35.49755542927284,0.5,22.98,46.37,69.16,234.44,0.20220183486238533,0.2284260063280284,-0.64,0.04,0.19,0.34,0.72
