534,0
535,2
536,2
537,0
538,3
539,2
540,0
541,3
542,0
543,2
544,2
545,1
546,0
547,2
548,0
549,0
550,1
551,0
552,0
553,2
554,2
555,3
556,2
557,0
558,2
559,0
560,2
561,0
562,0
563,0
564,2
565,2
566,2
567,2
568,0
569,0
570,0
571,2
572,0
573,0
574,0
575,0
576,2
577,0
578,0
579,2
580,0
581,3
582,0
583,0
584,0
585,1
586,2
587,1
588,0
589,0
590,1
591,2
592,2
593,2
594,0
595,2
596,0
597,0
598,3
599,1
600,0
601,0
602,0
603,0
604,0
605,2
606,1
607,0
608,0
609,0
610,2
611,0
612,0
613,0
614,0
615,0
616,1
617,0
618,1
619,2
620,0
621,0
622,0
623,2
624,0
625,2
626,3
627,0
628,0
629,2
630,0
631,0
632,1
633,2
634,2
635,2
636,2
637,3
638,2
639,0
640,3
641,2
642,0
643,2
644,0
645,0
646,2
647,2
648,0
649,2
650,0
651,0
652,0
653,2
654,0
655,2
656,0
657,1
658,1
659,0
660,2
661,0
662,0
663,1
664,1
665,0
666,2
667,0
668,3
669,0
670,0
671,0
672,2
673,0
674,0
675,2
676,2
677,0
678,0
679,2
680,2
681,0
682,0
683,0
684,0
685,0
686,2
687,2
688,0
689,2
690,0
691,1
692,0
693,0
694,2
695,1
696,2
697,0
698,0
699,0
700,2
701,2
702,0
703,2
704,2
705,3
706,2
707,0
708,0
709,0
710,0
711,2
712,2
713,2
714,0
715,2
716,0
717,1
718,0
719,0
720,2
721,0
722,0
723,1
724,0
725,2
726,1
727,1
728,2
729,2
730,2
731,2
732,2
733,0
734,0
735,0
736,3
737,2
738,3
739,0
740,2
741,1
742,2
743,0
744,2
745,3
746,1
747,0
748,0
749,2
750,0
751,0
752,2
753,0
754,0
755,0
756,2
757,0
758,0
759,1
760,0
761,2
762,2
763,2
764,0
765,2
766,1
767,0
768,0
769,2
770,0
771,0
772,0
773,2
774,0
775,0
776,0
777,1
778,3
779,0
780,0
781,1
782,0
783,2
784,2
785,2
786,2
787,0
788,0
789,2
790,0
791,0
792,2
793,0
794,0
795,0
796,0
797,0
798,1
799,2
800,1
801,0
802,0
803,2
804,0
805,0
806,2
807,0
808,0
809,2
810,0
811,2
812,2
813,0
814,0
815,2
816,0
817,2
818,0
819,3
820,0
821,1
822,0
823,2
824,2
825,2
826,0
827,2
828,3
829,3
830,0
831,2
832,0
833,1
834,0
835,0
836,1
837,0
838,3
839,1
840,1
841,2
842,3
843,2
844,0
845,0
846,0
847,0
848,1
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,2
857,0
858,0
859,3
860,3
861,0
862,2
863,2
864,0
865,0
866,0
867,0
868,0
869,3
870,2
871,2
872,0
873,2
874,0
875,0
876,2
877,2
878,0
879,0
880,0
881,2
882,0
883,2
884,0
885,2
886,1
887,0
888,2
889,0
890,3
891,0
892,2
893,0
894,0
895,2
896,2
897,0
898,0
899,0
900,0
901,2
902,2
903,2
904,0
905,2
906,0
907,0
908,0
909,3
910,0
911,2
912,2
913,0
914,2
915,1
916,0
917,0
918,2
919,2
920,0
921,0
922,2
923,2
924,2
925,2
926,0
927,0
928,2
929,3
930,2
931,2
932,2
933,0
934,0
935,0
936,0
937,2
938,2
939,0
940,2
941,0
942,0
943,2
944,0
945,2
946,2
947,0
948,2
949,0
950,0
951,2
952,0
953,0
954,2
955,0
956,0
957,2
958,0
959,2
960,0
961,0
962,0
963,2
964,0
965,0
966,0
967,2
968,0
969,2
970,0
971,0
972,0
973,2
974,0
975,0
976,3
977,0
978,2
979,3
980,0
981,2
982,0
983,0
984,2
985,2
986,0
987,0
988,2
989,2
990,3
991,0
992,2
993,0
994,2
995,0
996,2
997,1
998,2
999,2
1000,0
1001,0
1002,2
1003,0
1004,0
1005,0
1006,0
1007,3
1008,2
1009,0
1010,0
1011,0
1012,0
1013,0
1014,3
1015,3
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,1
1023,2
1024,0
1025,0
1026,3
1027,0
1028,2
1029,3
1030,0
1031,2
1032,0
1033,0
1034,2
1035,3
1036,0
1037,1
1038,0
1039,2
1040,2
1041,0
1042,2
1043,0
1044,3
1045,2
1046,2
1047,2
1048,0
1049,2
1050,0
1051,2
1052,3
1053,2
1054,3
1055,2
1056,3
1057,0
1058,0
1059,0
1060,2
1061,2
1062,0
1063,0
1064,3
1065,2
1066,0
1067,0
1068,0
1069,0
1070,2
1071,1
1072,0
1073,0
1074,3
1075,0
1076,0
1077,0
1078,3
1079,0
1080,0
1081,0
1082,0
1083,0
1084,2
1085,0
1086,0
1087,2
1088,2
1089,2
1090,0
1091,0
1092,0
1093,0
1094,0
1095,2
1096,3
1097,2
1098,0
1099,0
1100,2
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,3
1109,0
1110,3
1111,0
1112,0
1113,2
1114,2
1115,3
1116,2
1117,2
1118,3
1119,0
1120,3
1121,3
1122,2
1123,3
1124,3
1125,2
1126,2
1127,2
1128,1
1129,3
1130,0
1131,2
1132,0
1133,2
1134,0
1135,1
1136,0
1137,0
1138,0
1139,2
1140,0
1141,0
1142,0
1143,0
1144,2
1145,0
1146,0
1147,0
1148,3
1149,0
1150,2
1151,0
1152,0
1153,0
1154,0
1155,0
1156,2
1157,0
1158,0
1159,2
1160,0
1161,1
1162,0
1163,0
1164,2
1165,0
1166,0
1167,0
1168,3
1169,0
1170,0
1171,0
1172,2
1173,0
1174,0
1175,2
1176,2
1177,2
1178,0
1179,0
1180,2
1181,0
1182,0
1183,0
1184,2
1185,2
1186,2
1187,2
1188,2
1189,2
1190,0
1191,0
1192,2
1193,3
1194,2
1195,2
1196,2
1197,0
1198,0
1199,2
1200,0
1201,0
1202,2
1203,0
1204,2
1205,0
1206,0
1207,0
1208,0
1209,2
1210,2
1211,0
1212,0
1213,2
1214,2
1215,0
1216,0
1217,0
1218,2
1219,2
1220,0
1221,0
1222,0
1223,0
1224,2
1225,3
1226,0
1227,2
1228,0
1229,2
1230,3
1231,0
1232,0
1233,2
1234,0
1235,2
1236,2
1237,2
1238,2
1239,2
1240,0
1241,0
1242,2
1243,0
1244,0
1245,0
1246,0
1247,3
1248,0
1249,0
1250,3
1251,2
1252,0
1253,3
1254,2
1255,3
1256,0
1257,0
1258,2
1259,0
